model,language,id,word,pos,context,gold_gloss,predicted_gloss,sbert_score
tiny-aya-global,Bengali,10047,রেচক,ADJECTIVE,যা খেলে বা পান করলে উদরাময় হয়|| সে কোষ্ঠকাঠিন্যের রোগীকে রেচক ঔষধ দিয়েছে,strongly laxative,medicinal (especially for constipation),0.1205
tiny-aya-global,Bengali,26395,দনায়ু,NOUN,দক্ষ প্রজাপতির একজন কন্যা || দনায়ুরও কাশ্যপ মুনির সঙ্গে বিবাহ হয়েছিল,an imaginary being of myth or fable,"A female butterfly, specifically referring to a female of the species *Danaus plexippus* (monarch butterfly).",0.2002
tiny-aya-global,Bengali,26941,ছোট সাইজ,NOUN,খর্বাকার ব্যক্তির জন্য কোনো পরিধেয়র পরিমাপ||আমার ছোট মাপের সার্ট চাই,a garment size for a small person,Small size,0.6704
tiny-aya-global,Bengali,11600,পরা,VERB,চশমা ইত্যাদি পরা|| আজকাল ছোটো-ছোটো বাচ্চারা চশমা পরে,"be dressed in; ""She was wearing yellow that day""",to wear,0.419
tiny-aya-global,Bengali,2022,এলাকা,NOUN,জমির এক টুকরো|| গ্রামীণ এলাকায় এখনও বিদ্যুতের সমস্যা রয়ে গেছে,"a large indefinite location on the surface of the Earth; ""penguins inhabit the polar regions""","A piece of land or a specific area, particularly in rural regions where access to electricity remains a challenge.",0.2212
tiny-aya-global,Bengali,1374,অসময়ে,ADVERB,"সময় অনুসারে না বা ভুল সময়ে|| আমি আপনাকে এক পয়সাও দিতে পারবোনা,কারণ আপনি অসময়ে এসেছেন","at an inconvenient time; ""he arrived inopportunely just as we sat down for dinner""; ""she answered malapropos""",out of time,0.3585
tiny-aya-global,Bengali,3013,অভ্যস্ত,ADJECTIVE,"যার অভ্যাস আছে|| শ্যাম কড়া মেহনত করায় অভ্যস্ত, ও নেশায় গ্রস্ত","(often followed by `to' ) in the habit of or adapted to; ""accustomed to doing her own work""; ""I' ve grown accustomed to her face""",accustomed,0.3949
tiny-aya-global,Bengali,12144,ভবঘুরে,NOUN,"ব্যর্থ এদিক ওদিক ঘোরার ক্রিয়া, অবস্থা বা ভাব||সে কোনও কাজ না করে সারাদিন ভবঘুরে হয়ে ঘোরে।","travelling about without any clear destination; ""she followed him in his wanderings and looked after him""","Wandering aimlessly, often associated with a life of vagabondage or lack of direction.",0.5941
tiny-aya-global,Bengali,11359,শৈব,NOUN,শিবের উপাশক অথবা ভক্ত|| শিব মন্দিরে এক শিবভক্ত ধুনো জ্বালিয়েছে,worshipper of Shiva,"A devotee or follower of Shiva, often associated with Shakta traditions, who may perform rituals or worship practices linked to Shiva.",0.4926
tiny-aya-global,Bengali,19455,পর্তুগিজ,ADJECTIVE,পর্তুগিজ ভাষার বা পর্তুগিজ ভাষার সঙ্গে সম্পর্কিত|| এই পর্তুগিজ কবিতাটা খুব ভালো,of or relating to or characteristic of the region of Lusitania or its people or language,"pertaining to or characteristic of Portuguese people, language, or culture",0.6822
tiny-aya-global,Bengali,35277,যেখান থেকে হোক,NOUN,এমন জায়গা যেটির কোনও জ্ঞান নেই বা কোনও অজ্ঞাত স্থান||আপনি যেখান থেকে হোক আমাকে কাঁচা তেঁতুল অনে দিন।,"an unknown and unexplored region; ""they came like angels out the unknown""",From wherever one comes.,0.4782
tiny-aya-global,Bengali,18563,প্রদোষ ব্রত,NOUN,প্রত্যেক পক্ষের ত্রয়োদশীতে পালন করা হয় যে ব্রত||প্রদোষ ব্রততে সন্ধ্যাবেলা শিব পূজা করে ভোজন গ্রহণ করা হয়,"a solemn pledge (to oneself or to another or to a deity) to do something or to behave in a certain manner; ""they took vows of poverty""","The Pradosha Vrat is observed on the 13th day of each lunar cycle, involving evening Shiva puja followed by a meal.",0.139
tiny-aya-global,Bengali,35601,মেগাবাইট,NOUN,তথ্যের এক একক যা এক মিলিয়ন বাইটের সমান||এই কার্ড ১২৮ মেগাবাইট,"a unit of information equal to one million (1,048,576) bytes",A unit of digital information equal to one million bytes.,0.9153
tiny-aya-global,Bengali,27741,শোষিত,ADJECTIVE,"কোনও ব্যক্তি, সমাজ ইত্যাদির দ্বারা যার শোষণ হয়েছে|| শোষিত বর্গের উত্থানের জন্য সবার সচেষ্ট হওয়া উচিত","of persons; taken advantage of; ""after going out of his way to help his friend get the job he felt not appreciated but used""","The term ""শোষিত"" (shōṣita) refers to a person, society, or group that has been subjected to exploitation, often by others. It implies a state of being oppressed or marginalized, where one's rights, resources, or dignity are taken advantage of. In the context of social justice, ""শোষিত বর্গের উত্থানের জন্য সবার সচেষ্ট হওয়া উচিত"" (the upliftment of the exploited class should be the collective effort of all)",0.5064
tiny-aya-global,Bengali,18235,চিকেন,NOUN,মুর্গি বা মুর্গির মাংস||তার ওখানে প্রতি রবিবার চিকেন হয়,the flesh of a chicken used for food,"chicken (noun): the flesh of a domesticated bird, often used as food.",0.8215
tiny-aya-global,Bengali,31644,বৃন্দারক,NOUN,ধৃতরাষ্ট্রের এক পুত্র||পুরাণে বৃন্দারকের বর্ণনা পাওয়া যায়,an imaginary being of myth or fable,son of Dhrishtadyumna and a descendant of the Puranic lineage of the Pandavas,0.2758
tiny-aya-global,Bengali,15732,সত্তর,NOUN,ষাট আর দশের যোগে প্রাপ্ত সংখ্যা|| এখন সে হয়তো সত্তর হয়ে গেছে,the cardinal number that is the product of ten and seven,"The number seventy, formed by adding sixty and ten.",0.6159
